Activated|.|Ancient Hellkite
Activated|.|Ashen Firebeast
Activated|.|Ashling the Pilgrim
Activated|.|Captive Flame
Activated|.|Crimson Mage
Activated|.|Flowstone Overseer
Activated|.|Forgestoker Dragon
Activated|.|Ghitu War Cry
Activated|.|Lavafume Invoker
Activated|.|Planeswalker's Fury
Activated|.|Whip Sergeant
Activated|.|Armistice
Activated|.|Echoes of the Kin Tree
Activated|.|Eight-and-a-Half-Tails
Activated|.|High Sentinels of Arashin
Activated|.|Mobilization
Activated|.|Safeguard
Activated|.|Story Circle
Activated|.|Volcanic Rambler
Activated|.|Kytheon's Irregulars
Activated|.|Hagra Sharpshooter
Activated|.|Coralhelm Guide
Activated|.|Prism Array
Activated|.|Valakut Invoker
Activated|.|Cliffside Lookout
Activated|.|Kaseto, Orochi Archmage
Activated|.|Deepfathom Skulker
Activated|.|Mindmelter
Activated|.|Dimensional Infiltrator
Activated|.|Epitaph Golem
Activated|.|Behind the Scenes
Activated|.|Ishkanah, Grafwidow
Activated|.|Hidden Stockpile
Activated|.|Arguel's Blood Fast
Activated|.|Kindred Boon
Alternate Win Conditions|You Win the Game|Maze's End
Alternate Win Conditions|You Win the Game|Darksteel Reactor
Alternate Win Conditions|You Win the Game|Azor's Elocutors
Alternate Win Conditions|You Win the Game|Biovisionary
Alternate Win Conditions|You Win the Game|Mayael's Aria
Alternate Win Conditions|You Win the Game|Mortal Combat
Alternate Win Conditions|You Win the Game|Laboratory Maniac
Alternate Win Conditions|You Win the Game|Epic Struggle
Alternate Win Conditions|You Win the Game|Helix Pinnacle
Alternate Win Conditions|You Win the Game|Mechanized Production
Alternate Win Conditions|You Win the Game|Approach of the Second Sun
Alternate Win Conditions|You Win the Game|Chance Encounter
Alternate Win Conditions|You Win the Game|Hellkite Tyrant
Alternate Win Conditions|You Win the Game|Barren Glory
Alternate Win Conditions|You Win the Game|Celestial Convergence
Alternate Win Conditions|You Win the Game|Felidar Sovereign
Alternate Win Conditions|You Win the Game|Near-Death Experience
Alternate Win Conditions|You Win the Game|Test of Endurance
Alternate Win Conditions|You Win the Game|Hedron Alignment
Alternate Win Conditions|Target Player Loses the Game|Door to Nothingness
Alternate Win Conditions|Target Player Loses the Game|Vraska the Unseen
Alternate Win Conditions|Target Player Loses the Game|Phage the Untouchable
Alternate Win Conditions|Target Player Loses the Game|Triskaidekaphobia
Alternate Win Conditions|You Can't Lose the Game|Platinum Angel
Alternate Win Conditions|You Can't Lose the Game|Angel's Grace
Alternate Win Conditions|You Can't Lose the Game|Gideon of the Trials
Alternate Win Conditions|Restart the Game / Game is a Draw|Karn Liberated
Alternate Win Conditions|Restart the Game / Game is a Draw|Lich's Mirror
Alternate Win Conditions|Restart the Game / Game is a Draw|Exquisite Archangel
Alternate Win Conditions|Restart the Game / Game is a Draw|Divine Intervention
Alternate Win Conditions|When a Player loses the Game|Blood Tyrant
Alternate Win Conditions|When a Player loses the Game|Elbrus, the Binding Blade
Alternate Win Conditions|When a Player loses the Game|Curse of Vengeance
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Demonic Pact
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Forbidden Crypt
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Immortal Coil
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Lich
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Nefarious Lich
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Slaughter Pact
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Pact of Negation
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Summoner's Pact
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Final Fortune
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Last Chance
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Pact of the Titan
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Warrior's Oath
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Intervention Pact
Alternate Win Conditions|You Lose the Game (might be able to Donate/whatever this to opponent)|Glorious End
Alternate Win Conditions|You Can't Win the Game|Abyssal Persecutor
Animate|Animate artifact|Sydri, Galvanic Genius
Animate|Animate artifact|Karn, Silver Golem
Animate|Animate artifact|Tezzeret the Seeker
Animate|Animate artifact|Tezzeret, Agent of Bolas
Animate|Animate artifact|Toymaker
Animate|Animate artifact|Xenic Poltergeist
Animate|Animate artifact|March of the Machines
Animate|Animate artifact|Titania's Song
Animate|Animate artifact|Karn's Touch
Animate|Animate artifact|Ensoul Artifact
Animate|Animate artifact|Tezzeret's Touch
Animate|Animate artifact|Tezzeret the Schemer
Animate|"Animate land (see also ""Awaken"")"|Kamahl, Fist of Krosa
Animate|"Animate land (see also ""Awaken"")"|Nissa, Worldwaker
Animate|"Animate land (see also ""Awaken"")"|Skarrg Guildmage
Animate|"Animate land (see also ""Awaken"")"|Ambush Commander
Animate|"Animate land (see also ""Awaken"")"|Noyan Dar, Roil Shaper
Animate|"Animate land (see also ""Awaken"")"|Liege of the Tangle
Animate|"Animate land (see also ""Awaken"")"|Life and Limb
Animate|"Animate land (see also ""Awaken"")"|Rude Awakening
Animate|"Animate land (see also ""Awaken"")"|Life // Death
Animate|"Animate land (see also ""Awaken"")"|Kormus Bell
Animate|"Animate land (see also ""Awaken"")"|Natural Emergence
Animate|"Animate land (see also ""Awaken"")"|Hunting Wilds
Animate|"Animate land (see also ""Awaken"")"|Living Lands
Animate|"Animate land (see also ""Awaken"")"|Living Plane
Animate|"Animate land (see also ""Awaken"")"|Nature's Revolt
Animate|"Animate land (see also ""Awaken"")"|Koth of the Hammer
Animate|"Animate land (see also ""Awaken"")"|Lifespark Spellbomb
Animate|"Animate land (see also ""Awaken"")"|Mishra's Groundbreaker
Animate|"Animate land (see also ""Awaken"")"|Genju of the Realm
Animate|"Animate land (see also ""Awaken"")"|Woodwraith Corrupter
Animate|"Animate land (see also ""Awaken"")"|Fendeep Summoner
Animate|"Animate land (see also ""Awaken"")"|Genju of the Fens
Animate|"Animate land (see also ""Awaken"")"|Balduvian Conjurer
Animate|"Animate land (see also ""Awaken"")"|Balduvian Frostwaker
Animate|"Animate land (see also ""Awaken"")"|Genju of the Falls
Animate|"Animate land (see also ""Awaken"")"|Animate Land
Animate|"Animate land (see also ""Awaken"")"|Awakener Druid
Animate|"Animate land (see also ""Awaken"")"|Elvish Branchbender
Animate|"Animate land (see also ""Awaken"")"|Genju of the Cedars
Animate|"Animate land (see also ""Awaken"")"|Jolrael, Empress of Beasts
Animate|"Animate land (see also ""Awaken"")"|Natural Affinity
Animate|"Animate land (see also ""Awaken"")"|Quirion Druid
Animate|"Animate land (see also ""Awaken"")"|Thelonite Druid
Animate|"Animate land (see also ""Awaken"")"|Vastwood Animist
Animate|"Animate land (see also ""Awaken"")"|Verdant Touch
Animate|"Animate land (see also ""Awaken"")"|Vivify
Animate|"Animate land (see also ""Awaken"")"|Genju of the Spires
Animate|"Animate land (see also ""Awaken"")"|Siege of Towers
Animate|"Animate land (see also ""Awaken"")"|Genju of the Fields
Animate|"Animate land (see also ""Awaken"")"|Hydroform
Animate|"Animate land (see also ""Awaken"")"|Cyclone Sire
Animate|"Animate land (see also ""Awaken"")"|Elemental Uprising
Animate|"Animate land (see also ""Awaken"")"|Wall of Resurgence
Animate|Lands that animate (Manlands)|Celestial Colonnade
Animate|Lands that animate (Manlands)|Creeping Tar Pit
Animate|Lands that animate (Manlands)|Lavaclaw Reaches
Animate|Lands that animate (Manlands)|Raging Ravine
Animate|Lands that animate (Manlands)|Stirring Wildwood
Animate|Lands that animate (Manlands)|Lumbering Falls
Animate|Lands that animate (Manlands)|Shambling Vent
Animate|Lands that animate (Manlands)|Hissing Quagmire
Animate|Lands that animate (Manlands)|Needle Spires
Animate|Lands that animate (Manlands)|Wandering Fumarole
Animate|Lands that animate (Manlands)|Faerie Conclave
Animate|Lands that animate (Manlands)|Forbidding Watchtower
Animate|Lands that animate (Manlands)|Ghitu Encampment
Animate|Lands that animate (Manlands)|Spawning Pool
Animate|Lands that animate (Manlands)|Treetop Village
Animate|Lands that animate (Manlands)|Mutavault
Animate|Lands that animate (Manlands)|Blinkmoth Nexus
Animate|Lands that animate (Manlands)|Dread Statuary
Animate|Lands that animate (Manlands)|Inkmoth Nexus
Animate|Lands that animate (Manlands)|Mishra's Factory
Animate|Lands that animate (Manlands)|Nantuko Monastery
Animate|Lands that animate (Manlands)|Stalking Stones
Animate|Lands that animate (Manlands)|Svogthos, the Restless Tomb
Animate|Lands that animate (Manlands)|Hostile Desert
Animate|"Artifacts that animate (see also ""Vehicle"")"|Mirage Mirror
Animate|"Artifacts that animate (see also ""Vehicle"")"|Atarka Monument
Animate|"Artifacts that animate (see also ""Vehicle"")"|Dromoka Monument
Animate|"Artifacts that animate (see also ""Vehicle"")"|Kolaghan Monument
Animate|"Artifacts that animate (see also ""Vehicle"")"|Ojutai Monument
Animate|"Artifacts that animate (see also ""Vehicle"")"|Silumgar Monument
Animate|"Artifacts that animate (see also ""Vehicle"")"|Azorius Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Golgari Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Izzet Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Rakdos Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Selesnya Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Boros Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Dimir Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Gruul Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Orzhov Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Simic Keyrune
Animate|"Artifacts that animate (see also ""Vehicle"")"|Gruul War Plow
Animate|"Artifacts that animate (see also ""Vehicle"")"|Chronatog Totem
Animate|"Artifacts that animate (see also ""Vehicle"")"|Foriysian Totem
Animate|"Artifacts that animate (see also ""Vehicle"")"|Phyrexian Totem
Animate|"Artifacts that animate (see also ""Vehicle"")"|Thunder Totem
Animate|"Artifacts that animate (see also ""Vehicle"")"|Weatherseed Totem
Animate|"Artifacts that animate (see also ""Vehicle"")"|Angel's Tomb
Animate|"Artifacts that animate (see also ""Vehicle"")"|Chimeric Coils
Animate|"Artifacts that animate (see also ""Vehicle"")"|Chimeric Egg
Animate|"Artifacts that animate (see also ""Vehicle"")"|Chimeric Idol
Animate|"Artifacts that animate (see also ""Vehicle"")"|Chimeric Mass
Animate|"Artifacts that animate (see also ""Vehicle"")"|Chimeric Sphere
Animate|"Artifacts that animate (see also ""Vehicle"")"|Chimeric Staff
Animate|"Artifacts that animate (see also ""Vehicle"")"|Darksteel Brute
Animate|"Artifacts that animate (see also ""Vehicle"")"|Ensouled Scimitar
Animate|"Artifacts that animate (see also ""Vehicle"")"|Glint Hawk Idol
Animate|"Artifacts that animate (see also ""Vehicle"")"|Guardian Idol
Animate|"Artifacts that animate (see also ""Vehicle"")"|Jade Idol
Animate|"Artifacts that animate (see also ""Vehicle"")"|Jade Statue
Animate|"Artifacts that animate (see also ""Vehicle"")"|Slumbering Tora
Animate|"Artifacts that animate (see also ""Vehicle"")"|Xanthic Statue
Animate|"Artifacts that animate (see also ""Vehicle"")"|Haunted Plate Mail
Animate|Animate enchantment|Opalescence
Animate|Animate enchantment|Starfield of Nyx
Animate|Enchantments that animate|Myth Realized
Animate|Enchantments that animate|Daxos's Torment
Animate|Enchantments that animate|Riddleform
Animate|Enchantments that animate|Lurking Evil
Animate|Enchantments that animate|Lurking Jackals
Animate|Enchantments that animate|Lurking Skirge
Animate|Enchantments that animate|Halcyon Glaze
Animate|Enchantments that animate|Veil of Birds
Animate|Enchantments that animate|Veiled Apparition
Animate|Enchantments that animate|Veiled Crocodile
Animate|Enchantments that animate|Veiled Sentry
Animate|Enchantments that animate|Veiled Serpent
Animate|Enchantments that animate|Hidden Ancients
Animate|Enchantments that animate|Hidden Gibbons
Animate|Enchantments that animate|Hidden Guerrillas
Animate|Enchantments that animate|Hidden Herd
Animate|Enchantments that animate|Hidden Predators
Animate|Enchantments that animate|Hidden Spider
Animate|Enchantments that animate|Hidden Stag
Animate|Enchantments that animate|Still Life
Animate|Enchantments that animate|Opal Acrolith
Animate|Enchantments that animate|Opal Archangel
Animate|Enchantments that animate|Opal Avenger
Animate|Enchantments that animate|Opal Caryatid
Animate|Enchantments that animate|Opal Champion
Animate|Enchantments that animate|Opal Gargoyle
Animate|Enchantments that animate|Opal Guardian
Animate|Enchantments that animate|Opal Titan
Animate|Enchantments that animate|Testament of Faith
Animate|Planeswalkers that animate|Gideon Jura
Animate|Planeswalkers that animate|Gideon of the Trials
Animate|Planeswalkers that animate|Gideon, Ally of Zendikar
Animate|Planeswalkers that animate|Gideon, Champion of Justice
Animate|Planeswalkers that animate|Gideon, Martial Paragon
Animate|Planeswalkers that animate|Kytheon, Hero of Akros
Animate|Planeswalkers that animate|Sarkhan, the Dragonspeaker
Animate|Other transformations (adding/removing a type)|Mycosynth Lattice
Animate|Other transformations (adding/removing a type)|Enchanted Evening
Animate|Other transformations (adding/removing a type)|Bludgeon Brawl
Animate|Other transformations (adding/removing a type)|Memnarch
Animate|Other transformations (adding/removing a type)|Thran Forge
Animate|Other transformations (adding/removing a type)|Neurok Transmuter
Animate|Other transformations (adding/removing a type)|Ashnod's Transmogrant
Animate|Other transformations (adding/removing a type)|Myr Landshaper
Animate|Other transformations (adding/removing a type)|Xathrid Gorgon
Animate|Other transformations (adding/removing a type)|Soul Sculptor
Animate|Other transformations (adding/removing a type)|Liquimetal Coating
Animate|Other transformations (adding/removing a type)|Silverskin Armor
Animate|Other transformations (adding/removing a type)|Argent Mutation
Animate|Other transformations (adding/removing a type)|Zoetic Cavern
Animate|Other transformations (adding/removing a type)|Transmogrifying Licid
Animate|Other transformations (adding/removing a type)|Corrupting Licid
Animate|Other transformations (adding/removing a type)|Leeching Licid
Animate|Other transformations (adding/removing a type)|Dominating Licid
Animate|Other transformations (adding/removing a type)|Gliding Licid
Animate|Other transformations (adding/removing a type)|Stinging Licid
Animate|Other transformations (adding/removing a type)|Nurturing Licid
Animate|Other transformations (adding/removing a type)|Tempting Licid
Animate|Other transformations (adding/removing a type)|Convulsing Licid
Animate|Other transformations (adding/removing a type)|Enraging Licid
Animate|Other transformations (adding/removing a type)|Calming Licid
Animate|Other transformations (adding/removing a type)|Quickening Licid
Animate|Other transformations (adding/removing a type)|Arbiter of the Ideal
Animate|Other transformations (adding/removing a type)|Felhide Spiritbinder
Animate|Other transformations (adding/removing a type)|Feldon of the Third Path
Animate|Other transformations (adding/removing a type)|Faerie Artisans
Animate|Other transformations (adding/removing a type)|Saheeli's Artistry
Animate|Other transformations (adding/removing a type)|Saheeli Rai
Blink|Fast Blink effects|Deadeye Navigator
Blink|Fast Blink effects|Eldrazi Displacer
Blink|Fast Blink effects|Brago, King Eternal
Blink|Fast Blink effects|Conjurer's Closet
Blink|Fast Blink effects|Ghostly Flicker
Blink|Fast Blink effects|Nephalia Smuggler
Blink|Fast Blink effects|Cloudshift
Blink|Fast Blink effects|Momentary Blink
Blink|Fast Blink effects|Displace
Blink|Fast Blink effects|Restoration Angel
Blink|Fast Blink effects|Illusionist's Stratagem
Blink|Fast Blink effects|Siren's Ruse
Blink|Fast Blink effects|Felidar Guardian
Blink|Fast Blink effects|Flicker
Blink|Fast Blink effects|Ruin Ghost
Blink|Fast Blink effects|Triad of Fates
Blink|Fast Blink effects|Necromantic Selection
Blink|Fast Blink effects|Master Transmuter
Blink|Fast Blink effects|Acrobatic Maneuver
Blink|Fast Blink effects|Wispweaver Angel
Blink|Fast Blink effects|Essence Flux
Blink|Slow Blink effects|Angel of Condemnation
Blink|Slow Blink effects|Sudden Disappearance
Blink|Slow Blink effects|Legion's Initiative
Blink|Slow Blink effects|Tawnos's Coffin
Blink|Slow Blink effects|Roon of the Hidden Realm
Blink|Slow Blink effects|Venser, the Sojourner
Blink|Slow Blink effects|Ghostway
Blink|Slow Blink effects|Mistmeadow Witch
Blink|Slow Blink effects|Flickerform
Blink|Slow Blink effects|Eerie Interlude
Blink|Slow Blink effects|Identity Thief
Blink|Slow Blink effects|Planar Guide
Blink|Slow Blink effects|Voyager Staff
Blink|Slow Blink effects|Turn to Mist
Blink|Slow Blink effects|Vanish into Memory
Blink|Slow Blink effects|Voidwalk
Blink|Slow Blink effects|Skybind
Blink|Slow Blink effects|Fiend Hunter
Blink|Slow Blink effects|Flickerwisp
Blink|Slow Blink effects|Glimmerpoint Stag
Blink|Slow Blink effects|Liberate
Blink|Slow Blink effects|Otherworldly Journey
Blink|Slow Blink effects|Rescue from the Underworld
Blink|Slow Blink effects|Safe Haven
Blink|Slow Blink effects|Cold Storage
Blink|Slow Blink effects|Synod Sanctum
Blink|Slow Blink effects|Dimensional Breach
Blink|Slow Blink effects|Galepowder Mage
Blink|Slow Blink effects|Astral Slide
Blink|Slow Blink effects|Mystifying Maze
Blink|Slow Blink effects|Long Road Home
Blink|Slow Blink effects|Kaya, Ghost Assassin
Blink|Slow Blink effects|Endless Sands
Blink|Slow Blink effects|Vizier of Deferment
Blink|Cards that Blink themselves|Deadeye Navigator
Blink|Cards that Blink themselves|AEtherling
Blink|Cards that Blink themselves|Shorecrasher Elemental
Blink|Cards that Blink themselves|Tatsumasa, the Dragon's Fang
Blink|Cards that Blink themselves|Obzedat, Ghost Council
Blink|Cards that Blink themselves|Sengir Nosferatu
Blink|Cards that Blink themselves|Anurid Brushhopper
Blink|Cards that Blink themselves|Frenetic Sliver
Blink|Cards that Blink themselves|Ghost Council of Orzhova
Blink|Cards that Blink themselves|Argent Sphinx
Blink|Cards that Blink themselves|Shifty Doppelganger
Blink|Cards that Blink themselves|Meandering Towershell
Blink|Cards that Blink themselves|Norin the Wary
Blink|Cards that Blink themselves|Flickering Spirit
Blink|Cards that Blink themselves|Saltskitter
Blink|Cards that Blink themselves|Frenetic Efreet
Blink|Cards that Blink themselves|Ojutai Exemplars
Blink|Cards that Blink themselves|Mist Dragon
Blink|Cards that Blink themselves|Rainbow Efreet
Blink|Cards that Blink themselves|AEtherplasm
Blink|Cards that Blink themselves|Mirror-Mad Phantasm
Blink|Cards that Blink themselves|Aethergeode Miner
Blink|Phase Out a permanent|Teferi's Protection
Blink|Phase Out a permanent|Vodalian Illusionist
Blink|Phase Out a permanent|Vanishing
Blink|Phase Out a permanent|Cloak of Invisibility
Blink|Phase Out a permanent|Teferi's Curse
Blink|Phase Out a permanent|Teferi's Realm
Blink|Phase Out a permanent|Equipoise
Blink|Phase Out a permanent|Dream Fighter
Blink|Phase Out a permanent|Reality Ripple
Blink|Phase Out a permanent|Shimmer
Blink|Phase Out a permanent|Shimmering Efreet
Blink|Phase Out a permanent|Vision Charm
Blink|Phase Out a permanent|Taniwha
Blink|Phase Out a permanent|Sapphire Charm
Blink|Cards that exile a permanent until it dies|Admonition Angel
Blink|Cards that exile a permanent until it dies|Angel of Condemnation
Blink|Cards that exile a permanent until it dies|Angel of Serenity
Blink|Cards that exile a permanent until it dies|Helvault
Blink|Cards that exile a permanent until it dies|Day of the Dragons
Blink|Cards that exile a permanent until it dies|Worldgorger Dragon
Blink|Cards that exile a permanent until it dies|Portcullis
Blink|Cards that exile a permanent until it dies|Realm Razer
Blink|Cards that exile a permanent until it dies|Faceless Butcher
Blink|Cards that exile a permanent until it dies|Parallax Wave
Blink|Cards that exile a permanent until it dies|Parallax Tide
Blink|Cards that exile a permanent until it dies|Wormfang Drake
Blink|Cards that exile a permanent until it dies|Wormfang Newt
Blink|Cards that exile a permanent until it dies|Wormfang Turtle
Blink|Cards that exile a permanent until it dies|Detention Sphere
Blink|Cards that exile a permanent until it dies|Oblivion Ring
Blink|Cards that exile a permanent until it dies|Grasp of Fate
Blink|Cards that exile a permanent until it dies|Isolation Zone
Blink|Cards that exile a permanent until it dies|Aligned Hedron Network
Blink|Cards that exile a permanent until it dies|Stasis Snare
Blink|Cards that exile a permanent until it dies|Palace Jailer
Blink|Cards that exile a permanent until it dies|Leonin Relic-Warder
Blink|Cards that exile a permanent until it dies|Journey to Nowhere
Blink|Cards that exile a permanent until it dies|Wormfang Crab
Blink|Cards that exile a permanent until it dies|Oubliette
Blink|Cards that exile a permanent until it dies|Icy Prison
Blink|Cards that exile a permanent until it dies|Suspension Field
Blink|Cards that exile a permanent until it dies|Silkwrap
Blink|Cards that exile a permanent until it dies|Petradon
Blink|Cards that exile a permanent until it dies|Petravark
Blink|Cards that exile a permanent until it dies|Banishing Light
Blink|Cards that exile a permanent until it dies|Banisher Priest
Blink|Cards that exile a permanent until it dies|Chained to the Rocks
Blink|Cards that exile a permanent until it dies|Slithery Stalker
Blink|Cards that exile a permanent until it dies|Changeling Titan
Blink|Cards that exile a permanent until it dies|Changeling Berserker
Blink|Cards that exile a permanent until it dies|Changeling Hero
Bounce|Bounce (generic permanent)|Cyclonic Rift
Bounce|Bounce (generic permanent)|Capsize
Bounce|Bounce (generic permanent)|Tidespout Tyrant
Bounce|Bounce (generic permanent)|Crush of Tentacles
Bounce|Bounce (generic permanent)|Displacement Wave
Bounce|Bounce (generic permanent)|Tradewind Rider
Bounce|Bounce (generic permanent)|AEther Gale
Bounce|Bounce (generic permanent)|Coastal Breach
Bounce|Bounce (generic permanent)|Retraction Helix
Bounce|Bounce (generic permanent)|Jace, the Living Guildpact
Bounce|Bounce (generic permanent)|Dissipation Field
Bounce|Bounce (generic permanent)|Echoing Truth
Bounce|Bounce (generic permanent)|Heidar, Rimewind Master
Bounce|Bounce (generic permanent)|Kederekt Leviathan
Bounce|Bounce (generic permanent)|Temporal Adept
Bounce|Bounce (generic permanent)|Whiplash Trap
Bounce|Bounce (generic permanent)|Cloudstone Curio
Bounce|Bounce (generic permanent)|Crosis's Charm
Bounce|Bounce (generic permanent)|Deny Reality
Bounce|Bounce (generic permanent)|Grixis Charm
Bounce|Bounce (generic permanent)|Recoil
Bounce|Bounce (generic permanent)|Temporal Spring
Bounce|Bounce (generic permanent)|Worldpurge
Bounce|Bounce (generic permanent)|Arm with AEther
Bounce|Bounce (generic permanent)|Banishing Knack
Bounce|Bounce (generic permanent)|Cryptic Command
Bounce|Bounce (generic permanent)|Devastation Tide
Bounce|Bounce (generic permanent)|Distorting Wake
